Date,Open,Low,High,Close,Volume
"Apr 30, 2014",1877.1,1872.69,1885.2,1883.95,"629,090,000"
"Apr 29, 2014",1870.78,1870.78,1880.6,1878.33,"489,827,000"
"Apr 25, 2014",1877.72,1859.7,1877.72,1863.4,"526,707,000"
"Apr 24, 2014",1881.97,1870.24,1884.06,1878.61,"523,936,000"
"Apr 23, 2014",1879.32,1873.91,1879.75,1875.39,"477,805,000"
"Apr 21, 2014",1865.79,1863.18,1871.89,1871.89,"445,573,000"
"Apr 17, 2014",1861.73,1856.72,1869.63,1864.85,"665,681,000"
"Apr 16, 2014",1846.01,1846.01,1862.31,1862.31,"536,608,000"
"Apr 15, 2014",1831.45,1816.29,1844.02,1842.98,"591,857,000"
"Apr 14, 2014",1818.18,1815.8,1834.19,1830.61,"524,945,000"
"Apr 10, 2014",1872.28,1830.87,1872.53,1833.08,"636,878,000"
"Apr 09, 2014",1852.64,1852.38,1872.43,1872.18,"528,286,000"
"Apr 07, 2014",1863.92,1841.48,1864.04,1845.04,"658,210,000"
"Apr 04, 2014",1890.25,1863.26,1897.28,1865.09,"638,969,000"
"Apr 03, 2014",1891.43,1882.65,1893.8,1888.77,"486,951,000"
"Apr 01, 2014",1873.96,1873.96,1885.84,1885.52,"517,337,000"
"Mar 31, 2014",1859.16,1859.16,1875.18,1872.34,"577,814,000"
"Mar 27, 2014",1852.11,1842.11,1855.55,1849.04,"583,008,000"
"Mar 26, 2014",1867.09,1852.56,1875.92,1852.56,"557,827,000"
"Mar 24, 2014",1867.67,1849.69,1873.34,1857.44,"588,008,000"
"Mar 21, 2014",1874.53,1863.46,1883.97,1866.52,"1,546,978,000"
"Mar 20, 2014",1860.09,1854.63,1873.49,1872.01,"467,186,000"
"Mar 18, 2014",1858.92,1858.92,1873.76,1872.25,"408,703,000"
"Mar 17, 2014",1842.81,1842.81,1862.3,1858.83,"452,592,000"
"Mar 13, 2014",1869.06,1841.86,1874.4,1846.34,"512,753,000"
"Mar 12, 2014",1866.15,1854.38,1868.38,1868.2,"449,370,000"
"Mar 11, 2014",1878.26,1863.88,1882.35,1867.63,"442,986,000"
"Mar 07, 2014",1878.52,1870.56,1883.57,1878.04,"497,040,000"
"Mar 06, 2014",1874.18,1874.18,1881.94,1877.03,"498,566,000"
"Mar 04, 2014",1849.23,1849.23,1876.23,1873.91,"544,441,000"
"Mar 03, 2014",1857.68,1834.44,1857.68,1845.73,"498,458,000"
"Feb 28, 2014",1855.12,1847.67,1867.92,1859.45,"716,526,000"
"Feb 26, 2014",1845.79,1840.66,1852.65,1845.16,"493,821,000"
"Feb 25, 2014",1847.66,1840.19,1852.91,1845.12,"498,266,000"
"Feb 21, 2014",1841.07,1835.6,1846.13,1836.25,"673,576,000"
"Feb 20, 2014",1829.24,1824.58,1842.79,1839.78,"512,917,000"
"Feb 19, 2014",1838.9,1826.99,1847.5,1828.75,"516,752,000"
"Feb 14, 2014",1828.46,1825.59,1841.65,1838.63,"488,468,000"
"Feb 12, 2014",1820.12,1815.97,1826.55,1819.26,"483,526,000"
"Feb 11, 2014",1800.45,1800.41,1823.54,1819.75,"532,935,000"
"Feb 07, 2014",1776.01,1776.01,1798.03,1797.02,"589,310,000"
"Feb 06, 2014",1752.99,1752.99,1774.06,1773.43,"561,418,000"
"Feb 05, 2014",1753.38,1737.92,1755.79,1751.64,"578,631,000"
"Feb 03, 2014",1782.68,1739.66,1784.83,1741.89,"744,277,000"
"Jan 31, 2014",1790.88,1772.26,1793.88,1782.59,"755,380,000"
"Jan 29, 2014",1790.15,1770.45,1790.15,1774.2,"601,114,000"
"Jan 28, 2014",1783,1779.49,1793.87,1792.5,"494,782,000"
"Jan 27, 2014",1791.03,1772.88,1795.98,1781.56,"631,898,000"
"Jan 23, 2014",1842.29,1820.06,1842.29,1828.46,"581,097,000"
"Jan 22, 2014",1844.71,1840.88,1846.87,1844.86,"500,007,000"
"Jan 17, 2014",1844.23,1835.23,1846.04,1838.7,"806,647,000"
"Jan 16, 2014",1847.99,1840.3,1847.99,1845.89,"473,037,000"
"Jan 14, 2014",1821.36,1821.36,1839.26,1838.88,"510,487,000"
"Jan 13, 2014",1841.26,1815.52,1843.45,1819.2,"574,069,000"
"Jan 09, 2014",1839,1830.38,1843.23,1838.13,"520,632,000"
"Jan 08, 2014",1837.9,1831.4,1840.02,1837.49,"576,758,000"
"Jan 07, 2014",1828.71,1828.71,1840.1,1837.88,"496,528,000"
"Jan 03, 2014",1833.21,1829.13,1838.24,1831.37,"387,737,000"
"Jan 02, 2014",1845.86,1827.74,1845.86,1831.98,"446,076,000"
"Dec 31, 2013",1842.61,1842.41,1849.44,1848.36,"393,922,000"
"Dec 30, 2013",1841.47,1838.77,1842.47,1841.07,"301,816,000"
"Dec 27, 2013",1842.97,1839.81,1844.89,1841.4,"269,984,000"
"Dec 24, 2013",1828.02,1828.02,1833.32,1833.32,"183,931,000"
"Dec 20, 2013",1810.39,1810.25,1823.75,1818.32,"1,387,107,000"
"Dec 19, 2013",1809,1801.35,1810.88,1809.6,"510,586,000"
"Dec 17, 2013",1786.47,1777.05,1786.77,1781,"506,318,000"
"Dec 16, 2013",1777.48,1777.48,1792.22,1786.54,"529,194,000"
"Dec 13, 2013",1777.98,1772.45,1780.92,1775.32,"440,291,000"
"Dec 11, 2013",1802.76,1780.09,1802.97,1782.22,"545,718,000"
"Dec 10, 2013",1807.6,1801.75,1808.52,1802.62,"464,118,000"
"Dec 06, 2013",1788.36,1788.36,1806.04,1805.09,"499,811,000"
"Dec 05, 2013",1792.82,1783.38,1792.82,1785.03,"556,844,000"
"Dec 04, 2013",1793.15,1779.09,1799.8,1792.81,"573,025,000"
"Dec 02, 2013",1806.55,1798.6,1810.02,1800.9,"461,947,000"
"Nov 29, 2013",1808.69,1803.98,1813.55,1805.81,"353,098,000"
"Nov 27, 2013",1803.48,1802.77,1808.27,1807.23,"372,649,000"
"Nov 26, 2013",1802.87,1800.77,1808.42,1802.75,"558,535,000"
"Nov 25, 2013",1806.33,1800.58,1808.1,1802.48,"471,349,000"
"Nov 21, 2013",1783.52,1783.52,1797.16,1795.85,"479,361,000"
"Nov 20, 2013",1789.59,1777.23,1795.73,1781.37,"461,741,000"
"Nov 18, 2013",1798.82,1788,1802.33,1791.53,"482,498,000"
"Nov 15, 2013",1790.66,1790.66,1798.22,1798.18,"656,776,000"
"Nov 14, 2013",1782.75,1780.22,1791.53,1790.62,"509,930,000"
"Nov 12, 2013",1769.51,1762.29,1771.78,1767.69,"444,458,000"
"Nov 11, 2013",1769.96,1767.85,1773.44,1771.89,"376,761,000"
"Nov 07, 2013",1770.74,1746.2,1774.54,1747.15,"590,009,000"
"Nov 06, 2013",1765,1764.4,1773.74,1770.49,"492,661,000"
"Nov 04, 2013",1763.4,1761.56,1768.78,1767.93,"420,024,000"
"Nov 01, 2013",1758.7,1752.7,1765.67,1761.64,"538,311,000"
"Oct 31, 2013",1763.24,1755.72,1768.53,1756.54,"624,290,000"
"Oct 29, 2013",1762.93,1762.93,1772.09,1771.95,"479,777,000"
"Oct 28, 2013",1759.42,1757.67,1764.99,1762.11,"564,005,000"
"Oct 24, 2013",1747.48,1745.5,1753.94,1752.07,"512,871,000"
"Oct 23, 2013",1752.27,1740.5,1752.27,1746.38,"520,475,000"
"Oct 22, 2013",1746.48,1746.48,1759.33,1754.67,"556,149,000"
"Oct 18, 2013",1736.72,1735.74,1745.31,1744.5,"685,297,000"
"Oct 17, 2013",1720.17,1714.12,1733.45,1733.15,"522,976,000"
"Oct 15, 2013",1709.17,1695.93,1711.57,1698.06,"499,721,000"
"Oct 14, 2013",1699.86,1692.13,1711.03,1710.14,"410,558,000"
"Oct 11, 2013",1691.09,1688.52,1703.44,1703.2,"470,002,000"
"Oct 09, 2013",1656.99,1646.47,1662.47,1656.4,"548,555,000"
"Oct 08, 2013",1676.22,1655.03,1676.79,1655.45,"537,021,000"
"Oct 04, 2013",1678.79,1677.33,1691.94,1690.5,"421,107,000"
"Oct 03, 2013",1692.35,1670.36,1692.35,1678.66,"482,093,000"
"Oct 02, 2013",1691.9,1680.34,1693.87,1693.87,"467,281,000"
"Sep 30, 2013",1687.26,1674.99,1687.26,1681.55,"605,954,000"
"Sep 27, 2013",1695.52,1687.11,1695.52,1691.75,"464,569,000"
"Sep 25, 2013",1698.02,1691.88,1701.71,1692.77,"460,818,000"
"Sep 24, 2013",1702.6,1694.9,1707.63,1697.42,"489,428,000"
"Sep 23, 2013",1711.44,1697.1,1711.44,1701.84,"501,457,000"
"Sep 19, 2013",1727.34,1720.2,1729.86,1722.34,"504,375,000"
"Sep 18, 2013",1705.74,1700.35,1729.44,1725.52,"568,125,000"
"Sep 16, 2013",1691.7,1691.7,1704.95,1697.6,"446,946,000"
"Sep 13, 2013",1685.04,1682.22,1688.73,1687.99,"384,106,000"
"Sep 11, 2013",1681.04,1678.7,1689.13,1689.13,"476,873,000"
"Sep 10, 2013",1674.32,1674.32,1684.09,1683.99,"489,085,000"
"Sep 09, 2013",1656.85,1656.85,1672.4,1671.71,"423,765,000"
"Sep 05, 2013",1653.28,1653.07,1659.17,1655.08,"428,637,000"
"Sep 04, 2013",1640.72,1637.41,1655.72,1653.08,"524,195,000"
"Aug 30, 2013",1638.89,1628.05,1640.08,1632.97,"531,583,000"
"Aug 29, 2013",1633.5,1630.88,1646.41,1638.17,"378,212,000"
"Aug 27, 2013",1652.54,1629.05,1652.54,1630.48,"494,832,000"
"Aug 26, 2013",1664.29,1656.02,1669.51,1656.78,"409,042,000"
"Aug 22, 2013",1645.03,1645.03,1659.55,1656.96,"623,231,000"
"Aug 21, 2013",1650.66,1639.43,1656.99,1642.8,"473,475,000"
"Aug 20, 2013",1646.81,1646.08,1658.92,1652.35,"428,046,000"
"Aug 16, 2013",1661.22,1652.61,1663.6,1655.83,"639,131,000"
"Aug 15, 2013",1679.61,1658.59,1679.61,1661.32,"499,350,000"
"Aug 13, 2013",1690.65,1682.62,1696.81,1694.16,"402,378,000"
"Aug 12, 2013",1688.37,1683.35,1691.49,1689.47,"369,592,000"
"Aug 09, 2013",1696.1,1686.02,1699.42,1691.42,"403,394,000"
"Aug 07, 2013",1695.3,1684.91,1695.3,1690.91,"438,513,000"
"Aug 06, 2013",1705.79,1693.29,1705.79,1697.37,"446,352,000"
"Aug 02, 2013",1706.1,1700.68,1709.67,1709.67,"494,195,000"
"Aug 01, 2013",1689.42,1689.42,1707.85,1706.87,"520,234,000"
"Jul 30, 2013",1687.92,1682.42,1693.19,1685.96,"492,159,000"
"Jul 29, 2013",1690.32,1681.86,1690.92,1685.33,"411,188,000"
"Jul 26, 2013",1687.31,1676.03,1691.85,1691.65,"457,342,000"
"Jul 24, 2013",1696.06,1682.57,1698.38,1685.94,"513,599,000"
"Jul 23, 2013",1696.63,1691.13,1698.78,1692.39,"438,286,000"
"Jul 19, 2013",1686.15,1684.08,1692.09,1692.09,"754,883,000"
"Jul 18, 2013",1681.05,1681.05,1693.12,1689.37,"510,857,000"
"Jul 17, 2013",1677.91,1677.91,1684.75,1680.91,"497,826,000"
"Jul 15, 2013",1679.59,1677.89,1684.51,1682.5,"414,407,000"
"Jul 12, 2013",1675.26,1672.33,1680.19,1680.19,"575,988,000"
"Jul 10, 2013",1651.56,1647.66,1657.92,1652.62,"498,099,000"
"Jul 09, 2013",1642.89,1642.89,1654.18,1652.32,"507,487,000"
"Jul 08, 2013",1634.2,1634.2,1644.68,1640.46,"734,963,000"
"Jul 03, 2013",1611.48,1604.57,1618.97,1615.41,"299,429,000"
"Jul 01, 2013",1609.78,1609.78,1626.61,1614.96,"518,229,000"
"Jun 28, 2013",1611.12,1601.06,1615.94,1606.28,"1,063,673,000"
"Jun 27, 2013",1606.44,1606.44,1620.07,1613.2,"510,156,000"
"Jun 25, 2013",1577.52,1577.09,1593.79,1588.03,"591,516,000"
"Jun 24, 2013",1588.77,1560.33,1588.77,1573.09,"670,781,000"
"Jun 20, 2013",1624.62,1584.32,1624.62,1588.19,"768,032,000"
"Jun 19, 2013",1651.83,1628.91,1652.45,1628.93,"555,541,000"
"Jun 18, 2013",1639.77,1639.77,1654.19,1651.81,"461,272,000"
"Jun 14, 2013",1635.52,1623.96,1640.8,1626.73,"449,350,000"
"Jun 13, 2013",1612.15,1608.07,1639.25,1636.36,"501,745,000"
"Jun 11, 2013",1638.64,1622.92,1640.13,1626.13,"487,200,000"
"Jun 10, 2013",1644.67,1639.26,1648.69,1642.81,"434,288,000"
"Jun 06, 2013",1609.29,1598.23,1622.56,1622.56,"603,290,000"
"Jun 05, 2013",1629.05,1607.09,1629.31,1608.9,"563,821,000"
"Jun 04, 2013",1640.73,1623.62,1646.53,1631.38,"558,108,000"
"May 31, 2013",1652.13,1630.74,1658.99,1630.74,"856,567,000"
"May 30, 2013",1649.14,1648.61,1661.91,1654.41,"516,664,000"
"May 28, 2013",1652.63,1652.63,1674.21,1660.06,"541,921,000"
"May 24, 2013",1646.67,1636.88,1649.78,1649.6,"438,657,000"
"May 22, 2013",1669.39,1648.86,1687.18,1655.35,"671,305,000"
"May 21, 2013",1666.2,1662.67,1674.93,1669.16,"502,430,000"
"May 17, 2013",1652.45,1652.45,1667.47,1667.47,"706,870,000"
"May 16, 2013",1658.07,1648.6,1660.51,1650.47,"548,320,000"
"May 15, 2013",1649.13,1646.68,1661.49,1658.78,"528,246,000"
"May 13, 2013",1632.1,1626.74,1636,1633.77,"442,421,000"
"May 10, 2013",1626.69,1623.71,1633.7,1633.7,"463,329,000"
"May 08, 2013",1625.95,1622.7,1632.78,1632.69,"497,363,000"
"May 07, 2013",1617.55,1616.64,1626.03,1625.96,"468,629,000"
"May 06, 2013",1614.4,1614.21,1619.77,1617.5,"469,344,000"
"May 02, 2013",1582.77,1582.77,1598.6,1597.59,"457,002,000"
"May 01, 2013",1597.55,1581.28,1597.55,1582.7,"506,555,000"
"Apr 29, 2013",1582.34,1582.34,1596.65,1593.61,"445,706,000"
"Apr 26, 2013",1585.16,1577.56,1585.78,1582.24,"543,973,000"
"Apr 25, 2013",1578.93,1578.93,1592.64,1585.16,"577,887,000"
"Apr 23, 2013",1562.5,1562.5,1579.58,1578.78,"540,531,000"
"Apr 22, 2013",1555.25,1548.19,1565.55,1562.5,"509,229,000"
"Apr 18, 2013",1552.03,1536.03,1554.38,1541.61,"615,946,000"
"Apr 17, 2013",1574.57,1543.69,1574.57,1552.01,"673,253,000"
"Apr 15, 2013",1588.84,1552.28,1588.84,1552.36,"703,753,000"
"Apr 12, 2013",1593.3,1579.97,1593.3,1588.85,"529,328,000"
"Apr 11, 2013",1587.73,1586.17,1597.35,1593.37,"521,191,000"
"Apr 09, 2013",1563.11,1560.92,1573.89,1568.61,"511,134,000"
"Apr 08, 2013",1553.26,1548.63,1563.07,1563.07,"448,688,000"
"Apr 04, 2013",1553.69,1552.52,1562.6,1559.98,"471,727,000"
"Apr 03, 2013",1570.25,1549.8,1571.47,1553.69,"576,828,000"
"Apr 02, 2013",1562.17,1562.17,1573.66,1570.25,"462,829,000"
"Mar 28, 2013",1562.86,1561.08,1570.28,1569.19,"661,078,000"
"Mar 26, 2013",1551.69,1551.69,1563.95,1563.77,"404,453,000"
"Mar 25, 2013",1556.89,1546.22,1564.91,1551.69,"522,845,000"
"Mar 22, 2013",1545.9,1545.9,1557.74,1556.89,"491,219,000"
"Mar 20, 2013",1548.34,1548.34,1561.56,1558.71,"499,141,000"
"Mar 19, 2013",1552.1,1538.57,1557.25,1548.34,"535,005,000"
"Mar 15, 2013",1563.21,1555.74,1563.62,1560.7,"1,426,617,000"
"Mar 14, 2013",1554.52,1554.52,1563.32,1563.23,"494,834,000"
"Mar 13, 2013",1552.48,1548.25,1556.39,1554.52,"409,149,000"
"Mar 11, 2013",1551.15,1547.36,1556.27,1556.22,"437,760,000"
"Mar 08, 2013",1544.26,1542.94,1552.48,1551.18,"479,459,000"
"Mar 06, 2013",1539.79,1538.11,1545.25,1541.46,"490,727,000"
"Mar 05, 2013",1525.2,1525.2,1543.47,1539.79,"499,572,000"
"Mar 01, 2013",1514.68,1501.48,1519.99,1518.2,"522,709,000"
"Feb 28, 2013",1515.99,1514.46,1525.34,1514.68,"735,425,000"
"Feb 27, 2013",1496.94,1494.88,1520.08,1515.99,"479,813,000"
"Feb 25, 2013",1515.6,1487.85,1525.84,1487.85,"627,165,000"
"Feb 22, 2013",1502.42,1502.42,1515.64,1515.6,"505,050,000"
"Feb 20, 2013",1530.94,1511.41,1530.94,1511.95,"583,104,000"
"Feb 19, 2013",1519.79,1519.79,1530.94,1530.94,"558,582,000"
"Feb 15, 2013",1521.38,1514.14,1524.24,1519.79,"802,927,000"
"Feb 14, 2013",1520.33,1514.02,1523.14,1521.38,"524,251,000"
"Feb 13, 2013",1519.43,1515.93,1524.69,1520.33,"495,489,000"
"Feb 11, 2013",1517.93,1513.61,1518.31,1517.01,"382,890,000"
"Feb 08, 2013",1509.39,1509.39,1518.31,1517.93,"459,823,000"
"Feb 07, 2013",1512.12,1498.49,1512.9,1509.39,"534,511,000"
"Feb 05, 2013",1495.71,1495.71,1514.96,1511.29,"576,457,000"
"Feb 04, 2013",1513.17,1495.02,1513.17,1495.71,"566,862,000"
"Jan 31, 2013",1501.96,1496.76,1504.19,1498.11,"712,668,000"
"Jan 30, 2013",1507.84,1500.11,1509.94,1501.96,"541,017,000"
"Jan 29, 2013",1500.18,1498.09,1509.35,1507.84,"562,427,000"
"Jan 25, 2013",1494.82,1494.82,1503.26,1502.96,"559,070,000"
"Jan 24, 2013",1494.81,1489.46,1502.27,1494.82,"543,482,000"
"Jan 22, 2013",1485.98,1481.16,1492.56,1492.56,"559,020,000"
"Jan 18, 2013",1480.95,1475.81,1485.98,1485.98,"920,956,000"
"Jan 16, 2013",1472.33,1467.6,1473.96,1472.63,"485,848,000"
"Jan 15, 2013",1470.67,1463.76,1473.31,1472.34,"470,708,000"
"Jan 11, 2013",1472.12,1467.58,1472.75,1472.05,"470,769,000"
"Jan 10, 2013",1464.64,1461.02,1472.3,1472.12,"544,221,000"
"Jan 08, 2013",1461.89,1451.64,1461.89,1457.15,"532,588,000"
"Jan 07, 2013",1466.47,1456.62,1466.47,1461.89,"471,486,000"
"Jan 04, 2013",1459.37,1458.99,1467.94,1466.47,"489,371,000"
"Jan 02, 2013",1426.19,1426.19,1462.43,1462.42,"665,146,000"
"Dec 31, 2012",1402.43,1398.11,1426.74,1426.19,"585,218,000"
"Dec 28, 2012",1418.1,1401.58,1418.1,1402.43,"397,520,000"
"Dec 27, 2012",1419.83,1401.8,1422.8,1418.1,"434,249,000"
"Dec 26, 2012",1426.66,1416.43,1429.42,1419.83,"355,821,000"
"Dec 24, 2012",1430.15,1424.66,1430.15,1426.66,"218,666,000"
"Dec 21, 2012",1443.67,1422.58,1443.67,1430.15,"1,514,501,000"
"Dec 19, 2012",1446.79,1435.8,1447.75,1435.81,"569,536,000"
"Dec 18, 2012",1430.47,1430.47,1448,1446.79,"642,268,000"
"Dec 17, 2012",1413.54,1413.54,1430.67,1430.36,"572,655,000"
"Dec 13, 2012",1428.48,1416,1431.36,1419.45,"506,508,000"
"Dec 12, 2012",1427.84,1426.76,1438.59,1428.48,"550,927,000"
"Dec 10, 2012",1418.07,1415.64,1421.64,1418.55,"468,455,000"
"Dec 07, 2012",1413.95,1410.9,1420.34,1418.07,"471,402,000"
"Dec 06, 2012",1409.43,1405.93,1413.95,1413.94,"502,934,000"
"Dec 04, 2012",1409.46,1403.65,1413.14,1407.05,"534,149,000"
"Dec 03, 2012",1416.34,1408.46,1423.73,1409.46,"517,130,000"
"Nov 29, 2012",1409.96,1409.04,1419.7,1415.95,"509,860,000"
"Nov 28, 2012",1398.77,1385.43,1410.31,1409.93,"552,197,000"
"Nov 26, 2012",1409.15,1397.68,1409.15,1406.29,"505,032,000"
"Nov 23, 2012",1391.03,1391.03,1409.16,1409.15,"242,179,000"
"Nov 21, 2012",1387.79,1386.39,1391.25,1391.03,"392,239,000"
"Nov 20, 2012",1386.82,1377.04,1389.77,1387.81,"508,090,000"
"Nov 19, 2012",1359.88,1359.88,1386.89,1386.89,"563,440,000"
"Nov 15, 2012",1355.41,1348.05,1360.62,1353.33,"602,714,000"
"Nov 14, 2012",1374.64,1352.5,1380.13,1355.49,"659,656,000"
"Nov 13, 2012",1380.03,1371.39,1388.81,1374.53,"551,632,000"
"Nov 09, 2012",1377.55,1373.03,1391.39,1379.85,"575,874,000"
"Nov 08, 2012",1394.53,1377.51,1401.23,1377.51,"612,832,000"
"Nov 06, 2012",1417.26,1417.26,1433.38,1428.39,"542,763,000"
"Nov 05, 2012",1414.02,1408.13,1419.9,1417.26,"459,314,000"
"Nov 02, 2012",1427.59,1412.91,1434.27,1414.2,"607,515,000"
"Oct 31, 2012",1410.99,1405.95,1418.76,1412.16,"653,602,000"
"Oct 26, 2012",1412.97,1403.28,1417.09,1411.94,"605,527,000"
"Oct 25, 2012",1409.74,1405.14,1421.12,1412.97,"557,434,000"
"Oct 24, 2012",1413.2,1407.1,1420.04,1408.75,"541,725,000"
"Oct 22, 2012",1433.21,1422.06,1435.46,1433.82,"511,793,000"
"Oct 19, 2012",1457.34,1429.85,1457.34,1433.19,"885,609,000"
"Oct 17, 2012",1454.22,1453.35,1462.2,1460.91,"551,740,000"
"Oct 16, 2012",1440.31,1440.31,1455.51,1454.92,"484,885,000"
"Oct 15, 2012",1428.75,1427.24,1441.31,1440.13,"489,333,000"
"Oct 11, 2012",1432.82,1432.82,1443.9,1432.84,"496,857,000"
"Oct 10, 2012",1441.48,1430.64,1442.52,1432.56,"453,629,000"
"Oct 08, 2012",1460.93,1453.1,1460.93,1455.88,"350,746,000"
"Oct 05, 2012",1461.4,1456.89,1470.96,1460.93,"478,514,000"
"Oct 03, 2012",1446.05,1441.99,1454.3,1450.99,"506,553,000"
"Oct 02, 2012",1444.99,1439.01,1451.52,1445.75,"457,426,000"
"Oct 01, 2012",1440.9,1440.9,1457.14,1444.49,"511,947,000"
"Sep 27, 2012",1433.36,1433.36,1450.2,1447.15,"479,755,000"
"Sep 26, 2012",1441.6,1430.53,1441.6,1433.32,"535,569,000"
"Sep 24, 2012",1459.76,1452.06,1460.72,1456.89,"490,691,000"
"Sep 21, 2012",1460.34,1459.51,1467.07,1460.15,"1,473,948,000"
"Sep 20, 2012",1461.05,1449.98,1461.23,1460.26,"526,569,000"
"Sep 18, 2012",1461.19,1456.13,1461.47,1459.32,"487,005,000"
"Sep 17, 2012",1465.42,1457.55,1465.63,1461.19,"517,631,000"
"Sep 13, 2012",1436.56,1435.34,1463.76,1459.99,"608,373,000"
"Sep 12, 2012",1433.56,1432.99,1439.15,1436.56,"493,270,000"
"Sep 11, 2012",1429.13,1429.13,1437.76,1433.56,"520,792,000"
"Sep 07, 2012",1432.12,1431.45,1437.92,1437.92,"540,397,000"
"Sep 06, 2012",1403.44,1403.44,1432.12,1432.12,"563,049,000"
"Sep 04, 2012",1406.54,1396.56,1409.31,1404.94,"464,461,000"
"Aug 31, 2012",1400.07,1398.96,1413.09,1406.58,"566,311,000"
"Aug 29, 2012",1409.32,1406.57,1413.95,1410.49,"391,057,000"
"Aug 28, 2012",1410.44,1405.59,1413.63,1409.3,"400,891,000"
"Aug 24, 2012",1401.99,1398.04,1413.46,1411.13,"425,661,000"
"Aug 23, 2012",1413.49,1400.5,1413.49,1402.08,"451,905,000"
"Aug 22, 2012",1413.09,1406.78,1416.12,1413.49,"501,633,000"
"Results generated at 5:10:18 PM on 8/22/2017."

